ticker,company_name,sector
LTC,LTC PROPERTIES REIT INC,Real Estate
GNL,GLOBAL NET LEASE INC,Real Estate
OCUL,OCULAR THERAPEUTIX INC,Health Care
BBAI,BIGBEAR.AI HOLDINGS INC,Information Technology
AUPH,AURINIA PHARMACEUTICALS INC,Health Care
ECPG,ENCORE CAPITAL GROUP INC,Financials
SPB,SPECTRUM BRANDS HOLDINGS INC,Consumer Staples
WD,WALKER & DUNLOP INC,Financials
AAMI,ACADIAN ASSET MANAGEMENT INC,Financials
GTY,GETTY REALTY REIT CORP,Real Estate
DHC,DIVERSIFIED HEALTHCARE TRUST,Real Estate
SKWD,SKYWARD SPECIALTY INSURANCE GROUP,Financials
SONO,SONOS INC,Consumer Discretionary
EYE,NATIONAL VISION HOLDINGS INC,Consumer Discretionary
RLAY,RELAY THERAPEUTICS INC,Health Care
SNDX,SYNDAX PHARMACEUTICALS INC,Health Care
SEM,SELECT MEDICAL HOLDINGS CORP,Health Care
VCEL,VERICEL CORP,Health Care
AIN,ALBANY INTERNATIONAL CORP CLASS A,Industrials
ADUS,ADDUS HOMECARE CORP,Health Care
WOR,WORTHINGTON ENTERPRISES INC,Industrials
FIVN,FIVE9 INC,Information Technology
STEL,STELLAR BANCORP INC,Financials
STBA,S AND T BANCORP INC,Financials
CTS,CTS CORP,Information Technology
AGM,FEDERAL AGRICULTURAL MORTGAGE NON,Financials
ADNT,ADIENT PLC,Consumer Discretionary
IPAR,INTERPARFUMS INC,Consumer Staples
SILA,SILA RLTY TR INC TRUST,Real Estate
ALG,ALAMO GROUP INC,Industrials
NTST,NETSTREIT CORP,Real Estate
BTDR,BITDEER TECHNOLOGIES GROUP CLASS A,Information Technology
INVA,INNOVIVA INC,Health Care
NVCR,NOVOCURE LTD,Health Care
ZD,ZIFF DAVIS INC,Communication
HTH,HILLTOP HOLDINGS INC,Financials
YELP,YELP INC,Communication
CRVL,CORVEL CORP,Health Care
NBHC,NATIONAL BANK HOLDINGS CORP CLASS,Financials
CENTA,CENTRAL GARDEN AND PET CLASS A,Consumer Staples
UTI,UNIVERSAL TECHNICAL INSTITUTE INC,Consumer Discretionary
PEB,PEBBLEBROOK HOTEL TRUST REIT,Real Estate
ARDX,ARDELYX INC,Health Care
BORR,BORR DRILLING LTD,Energy
BKE,BUCKLE INC,Consumer Discretionary
UFPT,UFP TECHNOLOGIES INC,Health Care
TPB,TURNING POINT BRANDS INC,Consumer Staples
NRIX,NURIX THERAPEUTICS INC,Health Care
HCI,HCI GROUP INC,Financials
KOD,KODIAK SCIENCES INC,Health Care
CHCO,CITY HOLDING,Financials
SEZL,SEZZLE INC,Financials
DEI,DOUGLAS EMMETT REIT INC,Real Estate
XHR,XENIA HOTELS RESORTS REIT INC,Real Estate
EFC,ELLINGTON FINANCIAL INC,Financials
WLY,JOHN WILEY AND SONS INC CLASS A,Communication
GEF,GREIF INC CLASS A,Materials
ALMS,ALUMIS INC,Health Care
PRLB,PROTO LABS INC,Industrials
STOK,STOKE THERAPEUTICS INC,Health Care
TILE,INTERFACE INC,Industrials
PBI,PITNEY BOWES INC,Industrials
SOC,SABLE OFFSHORE CORP CLASS A,Energy
ECVT,ECOVYST INC,Materials
WTTR,SELECT WATER SOLUTIONS INC CLASS A,Energy
ELVN,ENLIVEN THERAPEUTICS INC,Health Care
GRC,GORMAN-RUPP,Industrials
ANIP,ANI PHARMACEUTICALS INC,Health Care
HCSG,HEALTHCARE SERVICES GROUP INC,Industrials
NESR,NATIONAL ENERGY SERVICES REUNITED,Energy
IIPR,INNOVATIVE INDUSTRIAL PROPERTIES I,Real Estate
CMPR,CIMPRESS PLC,Industrials
TNC,TENNANT,Industrials
TCBK,TRICO BANCSHARES,Financials
GABC,GERMAN AMERICAN BANCORP INC,Financials
KSS,KOHLS CORP,Consumer Discretionary
CBZ,CBIZ INC,Industrials
HLMN,HILLMAN SOLUTIONS CORP,Industrials
BLX,BANCO LATINOAMERICANO DE COMERCIO,Financials
ENOV,ENOVIS CORP,Health Care
IMAX,IMAX CORP,Communication
BL,BLACKLINE INC,Information Technology
AGIO,AGIOS PHARMACEUTICALS INC,Health Care
AORT,ARTIVION INC,Health Care
HOPE,HOPE BANCORP INC,Financials
EVTC,EVERTEC INC,Financials
ARI,APOLLO COMMERCIAL REAL ESTATE FINA,Financials
AVPT,AVEPOINT INC CLASS A,Information Technology
LKFN,LAKELAND FINANCIAL CORP,Financials
GBX,GREENBRIER INC,Industrials
NTLA,INTELLIA THERAPEUTICS INC,Health Care
TFIN,TRIUMPH FINANCIAL INC,Financials
PUMP,PROPETRO HOLDING CORP,Energy
PDFS,PDF SOLUTIONS INC,Information Technology
MQ,MARQETA INC CLASS A,Financials
JBLU,JETBLUE AIRWAYS CORP,Industrials
ARLO,ARLO TECHNOLOGIES INC,Information Technology
VRE,VERIS RESIDENTIAL INC,Real Estate
MCRI,MONARCH CASINO AND RESORT INC,Consumer Discretionary
QCRH,QCR HOLDINGS INC,Financials
RXRX,RECURSION PHARMACEUTICALS INC CLAS,Health Care
HLF,HERBALIFE LTD,Consumer Staples
DCOM,DIME COMMUNITY BANCSHARES INC,Financials
PACS,PACS GROUP INC,Health Care
LPG,DORIAN LPG LTD,Energy
CAPR,CAPRICOR THERAPEUTICS INC,Health Care
ASTH,ASTRANA HEALTH INC,Health Care
LZB,LA-Z-BOY INC,Consumer Discretionary
PAYO,PAYONEER GLOBAL INC,Financials
TSHA,TAYSHA GENE THERAPIES INC,Health Care
LFST,LIFESTANCE HEALTH GROUP INC,Health Care
BFC,BANK FIRST CORP,Financials
IE,IVANHOE ELECTRIC INC,Materials
SLVM,SYLVAMO CORP,Materials
NVRI,ENVIRI CORP,Industrials
WKC,WORLD KINECT CORP,Energy
FTRE,FORTREA HOLDINGS INC,Health Care
PRG,PROG HOLDINGS INC,Financials
NSSC,NAPCO SECURITY TECHNOLOGIES INC,Information Technology
PGNY,PROGYNY INC,Health Care
CNOB,CONNECTONE BANCORP INC,Financials
BLKB,BLACKBAUD INC,Information Technology
HG,HAMILTON INSURANCE GROUP LTD CLASS,Financials
SFL,SFL LTD,Energy
AESI,ATLAS ENERGY SOLUTIONS INC,Energy
REX,REX AMERICAN RESOURCES CORP,Energy
INOD,INNODATA INC,Industrials
OBK,ORIGIN BANCORP INC,Financials
MLYS,MINERALYS THERAPEUTICS INC,Health Care
ABR,ARBOR REALTY TRUST REIT INC,Financials
WWW,WOLVERINE WORLD WIDE INC,Consumer Discretionary
NVAX,NOVAVAX INC,Health Care
OUST,OUSTER INC,Information Technology
CCS,CENTURY COMMUNITIES INC,Consumer Discretionary
AMLX,AMYLYX PHARMACEUTICALS INC,Health Care
SBH,SALLY BEAUTY HOLDINGS INC,Consumer Discretionary
BAND,BANDWIDTH INC CLASS A,Communication
HRMY,HARMONY BIOSCIENCES HLDG INC,Health Care
FIGS,FIGS INC CLASS A,Consumer Discretionary
NBR,NABORS INDUSTRIES LTD,Energy
VRDN,VIRIDIAN THERAPEUTICS ORS INC,Health Care
OI,O I GLASS INC,Materials
SRCE,1ST SOURCE CORP,Financials
LEG,LEGGETT & PLATT INC,Consumer Discretionary
INTA,INTAPP INC,Information Technology
KOS,KOSMOS ENERGY LTD,Energy
ICFI,ICF INTERNATIONAL INC,Industrials
HLIT,HARMONIC INC,Information Technology
HLX,HELIX ENERGY SOLUTIONS GROUP INC,Energy
PRCT,PROCEPT BIOROBOTICS CORP,Health Care
FLNC,FLUENCE ENERGY INC CLASS A,Industrials
WS,WORTHINGTON STEEL INC,Materials
TRVI,TREVI THERAPEUTICS INC,Health Care
LOB,LIVE OAK BANCSHARES INC,Financials
BRSL,BRIGHTSTAR LOTTERY PLC,Consumer Discretionary
ATRC,ATRICURE INC,Health Care
SLDE,SLIDE INSURANCE HOLDINGS INC,Financials
NEXT,NEXTDECADE CORP,Energy
ZYME,ZYMEWORKS INC,Health Care
TRS,TRIMAS CORP,Materials
KW,KENNEDY WILSON HOLDINGS INC,Real Estate
REAL,THE REALREAL INC,Consumer Discretionary
SHLS,SHOALS TECHNOLOGIES GROUP INC CLAS,Industrials
DCH,DAUCH CORPORATION,Consumer Discretionary
UAMY,UNITED STATES ANTIMONY CORP,Materials
UVV,UNIVERSAL CORP,Consumer Staples
LINC,LINCOLN EDUCATIONAL SERVICES CORP,Consumer Discretionary
UPWK,UPWORK INC,Industrials
TWO,TWO HARBORS INVESTMENT CORP,Financials
ORC,ORCHID ISLAND CAPITAL INC,Financials
TRIP,TRIPADVISOR INC,Communication
ARRY,ARRAY TECHNOLOGIES INC,Industrials
TNET,TRINET GROUP INCINARY,Industrials
XPRO,EXPRO GROUP HOLDINGS NV,Energy
WABC,WESTAMERICA BANCORPORATION,Financials
UMH,UMH PROPERTIES INC,Real Estate
CRI,CARTERS INC,Consumer Discretionary
NPKI,NPK INTERNATIONAL INC,Industrials
FDP,FRESH DEL MONTE PRODUCE INC,Consumer Staples
PRA,PROASSURANCE CORP,Financials
IMKTA,INGLES MARKETS INC CLASS A,Consumer Staples
TNDM,TANDEM DIABETES CARE INC,Health Care
TTI,TETRA TECHNOLOGIES INC,Energy
FA,FIRST ADVANTAGE CORP,Industrials
TDOC,TELADOC HEALTH INC,Health Care
ANAB,ANAPTYSBIO INC,Health Care
ACT,ENACT HOLDINGS INC,Financials
ENVX,ENOVIX CORP,Industrials
GBTG,GLOBAL BUSINESS TRAVEL GROUP INC C,Consumer Discretionary
HROW,HARROW INC,Health Care
PWP,PERELLA WEINBERG PARTNERS CLASS A,Financials
COLL,COLLEGIUM PHARMACEUTICAL INC,Health Care
PRGS,PROGRESS SOFTWARE CORP,Information Technology
AI,C3 AI INC CLASS A,Information Technology
MIAX,MIAMI INTERNATIONAL HOLDINGS INC,Financials
VOYG,VOYAGER TECHNOLOGIES INC CLASS A,Industrials
ASTE,ASTEC INDUSTRIES INC,Industrials
VTOL,BRISTOW GROUP INC,Energy
MBIN,MERCHANTS BANCORP,Financials
PEBO,PEOPLES BANCORP INC,Financials
FIHL,FIDELIS INSURANCE HOLDINGS LTD,Financials
AHCO,ADAPTHEALTH CORP,Health Care
LADR,LADDER CAPITAL CORP CLASS A,Financials
SAH,SONIC AUTOMOTIVE INC CLASS A,Consumer Discretionary
DLX,DELUXE CORP,Industrials
ALKT,ALKAMI TECHNOLOGY INC,Information Technology
GLUE,MONTE ROSA THERAPEUTICS INC,Health Care
PNTG,PENNANT GROUP INC,Health Care
NAT,NORDIC AMERICAN TANKERS LTD,Energy
IOVA,IOVANCE BIOTHERAPEUTICS INC,Health Care
CNMD,CONMED CORP,Health Care
NSP,INSPERITY INC,Industrials
ALGT,ALLEGIANT TRAVEL,Industrials
SKYT,SKYWATER TECHNOLOGY INC,Information Technology
RAPP,RAPPORT THERAPEUTICS INC,Health Care
USLM,UNITED STATES LIME AND MINERALS IN,Materials
RLJ,RLJ LODGING TRUST REIT,Real Estate
LNN,LINDSAY CORP,Industrials
TMP,TOMPKINS FINANCIAL CORP,Financials
ENR,ENERGIZER HOLDINGS INC,Consumer Staples
VYX,NCR VOYIX CORP,Information Technology
NEO,NEOGENOMICS INC,Health Care
RYZ,RYERSON HOLDING CORP,Materials
PCT,PURECYCLE TECHNOLOGIES INC,Materials
NUVB,NUVATION BIO INC CLASS A,Health Care
CSR,CENTERSPACE,Real Estate
GIII,G III APPAREL GROUP LTD,Consumer Discretionary
TGLS,TECNOGLASS INC,Industrials
CLOV,CLOVER HEALTH INVESTMENTS CORP CLA,Health Care
BHVN,BIOHAVEN LTD,Health Care
INBX,INHIBRX BIOSCIENCES INC,Health Care
AAT,AMERICAN ASSETS TRUST REIT INC,Real Estate
GPRE,GREEN PLAINS INC,Energy
JJSF,J AND J SNACK FOODS CORP,Consumer Staples
DFIN,DONNELLEY FINANCIAL SOLUTIONS INC,Financials
CIM,CHIMERA INVESTMENT CORP,Financials
MLKN,MILLERKNOLL INC,Industrials
ROCK,GIBRALTAR INDUSTRIES INC,Industrials
XPEL,XPEL INC,Consumer Discretionary
UVSP,UNIVEST FINANCIAL CORP,Financials
SCL,STEPAN,Materials
AVNS,AVANOS MEDICAL INC,Health Care
SGRY,SURGERY PARTNERS INC,Health Care
ALH,ALLIANCE LAUNDRY HOLDINGS INC,Industrials
EVLV,EVOLV TECHNOLOGIES HOLDINGS INC CL,Information Technology
CRK,COMSTOCK RESOURCES INC,Energy
ADTN,ADTRAN HOLDINGS INC,Information Technology
MSFUT,CASH COLLATERAL MSFUT USD,Cash and/or Derivatives
SAFT,SAFETY INSURANCE GROUP INC,Financials
ACVA,ACV AUCTIONS INC CLASS A,Industrials
CDNA,CAREDX INC,Health Care
WINA,WINMARK CORP,Consumer Discretionary
MNKD,MANNKIND CORP,Health Care
NNE,NANO NUCLEAR ENERGY INC,Industrials
PZZA,PAPA JOHNS INTERNATIONAL INC,Consumer Discretionary
PDM,PIEDMONT REALTY TRUST INC CLASS A,Real Estate
URGN,UROGEN PHARMA LTD,Health Care
LILAK,LIBERTY LATIN AMERICA LTD CLASS C,Communication
RCAT,RED CAT HOLDINGS INC,Industrials
SMPL,THE SIMPLY GOOD FOODS COMPANY,Consumer Staples
OCFC,OCEANFIRST FINANCIAL CORP,Financials
CTBI,COMMUNITY TRUST BANCORP INC,Financials
OSBC,OLD SECOND BANCORP INC,Financials
OLMA,OLEMA PHARMACEUTICALS INC,Health Care
BY,BYLINE BANCORP INC,Financials
XERS,XERIS BIOPHARMA HOLDINGS INC,Health Care
UVE,UNIVERSAL INSURANCE HOLDINGS INC,Financials
WLDN,WILLDAN GROUP INC,Industrials
EYPT,EYEPOINT INC,Health Care
TDAY,USA TODAY INC,Communication
BUR,BURFORD CAPITAL LTD,Financials
GENI,GENIUS SPORTS LTD,Consumer Discretionary
NWPX,NWPX INFRASTRUCTURE INC,Industrials
TE,T1 ENERGY INC,Information Technology
INVX,INNOVEX INTERNATIONAL INC,Energy
PMT,PENNYMAC MORTGAGE INVESTMENT TRUST,Financials
VERX,VERTEX INC CLASS A,Information Technology
BKSY,BLACKSKY TECHNOLOGY INC CLASS A,Industrials
GCT,GIGACLOUD TECHNOLOGY INC CLASS A,Consumer Discretionary
MFA,MFA FINANCIAL INC,Financials
KALV,KALVISTA PHARMACEUTICALS INC,Health Care
PLOW,DOUGLAS DYNAMICS INC,Industrials
DOLE,DOLE PLC,Consumer Staples
SCSC,SCANSOURCE INC,Information Technology
FG,F&G ANNUITIES AND LIFE INC,Financials
CVI,CVR ENERGY INC,Energy
BHRB,BURKE HERBERT FINANCIAL SERVICES C,Financials
UFCS,UNITED FIRE GROUP INC,Financials
TROX,TRONOX HOLDINGS PLC,Materials
OMER,OMEROS CORP,Health Care
GHM,GRAHAM CORP,Industrials
PRKS,UNITED PARKS AND RESORTS INC,Consumer Discretionary
WVE,WAVE LIFE SCIENCES LTD,Health Care
DEA,EASTERLY GOVERNMENT PROPERTIES INC,Real Estate
GSHD,GOOSEHEAD INSURANCE INC CLASS A,Financials
FLNG,FLEX LNG LTD,Energy
PRCH,PORCH GROUP INC,Information Technology
MBC,MASTERBRAND INC,Industrials
UPBD,UPBOUND GROUP INC,Consumer Discretionary
MBX,MBX BIOSCIENCES INC,Health Care
AMAL,AMALGAMATED FINANCIAL CORP,Financials
EPC,EDGEWELL PERSONAL CARE,Consumer Staples
DEC,DIVERSIFIED ENERGY COMPANY,Energy
RDW,REDWIRE CORP,Industrials
SBSI,SOUTHSIDE BANCSHARES INC,Financials
FMBH,FIRST MID BANCSHARES INC,Financials
BLFS,BIOLIFE SOLUTIONS INC,Health Care
PCRX,PACIRA BIOSCIENCES INC,Health Care
WMK,WEIS MARKETS INC,Consumer Staples
CCB,COASTAL FINANCIAL CORP,Financials
AMRC,AMERESCO INC CLASS A,Industrials
ALNT,ALLIENT INC,Industrials
TRUP,TRUPANION INC,Financials
APEI,AMERICAN PUBLIC EDUCATION INC,Consumer Discretionary
AOSL,ALPHA AND OMEGA SEMICONDUCTOR LTD,Information Technology
LGIH,LGI HOMES INC,Consumer Discretionary
VRTS,VIRTUS INVESTMENT PARTNERS INC,Financials
HFWA,HERITAGE FINANCIAL CORP,Financials
HAFC,HANMI FINANCIAL CORP,Financials
PGY,PAGAYA TECHNOLOGIES LTD CLASS A,Information Technology
CRVS,CORVUS PHARMACEUTICALS INC,Health Care
AIP,ARTERIS INC,Information Technology
STAA,STAAR SURGICAL,Health Care
NBN,NORTHEAST BANK,Financials
BV,BRIGHTVIEW HOLDINGS INC,Industrials
APPN,APPIAN CORP CLASS A,Information Technology
CFFN,CAPITOL FEDERAL FINANCIAL INC,Financials
THRM,GENTHERM INC,Consumer Discretionary
JBGS,JBG SMITH PROPERTIES,Real Estate
AVBP,ARRIVENT BIOPHARMA INC,Health Care
MSEX,MIDDLESEX WATER,Utilities
NX,QUANEX BUILDING PRODUCTS CORP,Industrials
LIF,LIFE360 INC,Information Technology
TRST,TRUSTCO BANK CORP,Financials
IART,INTEGRA LIFESCIENCES HOLDINGS CORP,Health Care
ATEC,ALPHATEC HOLDNGS INC,Health Care
KODK,EASTMAN KODAK,Information Technology
CEVA,CEVA INC,Information Technology
EFOR,EVERFORTH INC,Information Technology
INDI,INDIE SEMICONDUCTOR INC CLASS A,Information Technology
CCNE,CNB FINANCIAL CORP,Financials
PLPC,PREFORMED LINE PRODUCTS,Industrials
COUR,COURSERA INC,Consumer Discretionary
HBNC,HORIZON BANCORP INC,Financials
CMP,COMPASS MINERALS INTERNATIONAL INC,Materials
CRAI,CRA INTERNATIONAL INC,Industrials
SAFE,SAFEHOLD INC,Real Estate
PAHC,PHIBRO ANIMAL HEALTH CORP CLASS A,Health Care
UTL,UNITIL CORP,Utilities
WSR,WHITESTONE REIT,Real Estate
USPH,US PHYSICAL THERAPY INC,Health Care
PVLA,PALVELLA THERAPEUTICS INC,Health Care
MRTN,MARTEN TRANSPORT LTD,Industrials
PRSU,PURSUIT ATTRACTIONS AND HOSPITALIT,Consumer Discretionary
VIR,VIR BIOTECHNOLOGY INC,Health Care
IDT,IDT CORP CLASS B,Communication
SNCY,SUN COUNTRY AIRLINES HOLDINGS INC,Industrials
WGO,WINNEBAGO INDUSTRIES INC,Consumer Discretionary
XNCR,XENCOR INC,Health Care
AMPH,AMPHASTAR PHARMACEUTICALS INC,Health Care
AMTB,AMERANT BANCORP INC CLASS A,Financials
AMN,AMN HEALTHCARE INC,Health Care
VSTS,VESTIS CORP,Industrials
FSUN,FIRSTSUN CAPITAL BANCORP,Financials
TYRA,TYRA BIOSCIENCES INC,Health Care
CPF,CENTRAL PACIFIC FINANCIAL CORP,Financials
CBL,CBL ASSOCIATES PROPERTIES INC,Real Estate
SLS,SELLAS LIFE SCIENCES GROUP INC,Health Care
MBWM,MERCANTILE BANK CORP,Financials
CDRE,CADRE HOLDINGS INC,Industrials
LQDT,LIQUIDITY SERVICES INC,Industrials
EIG,EMPLOYERS HOLDINGS INC,Financials
FIZZ,NATIONAL BEVERAGE CORP,Consumer Staples
BFST,BUSINESS FIRST BANCSHARES INC,Financials
BFLY,BUTTERFLY NETWORK INC CLASS A,Health Care
SVC,SERVICE PROPERTIES TRUST,Real Estate
GOLD,GOLD INC,Consumer Discretionary
SCHL,SCHOLASTIC CORP,Communication
MATW,MATTHEWS INTERNATIONAL CORP CLASS,Consumer Discretionary
MYE,MYERS INDUSTRIES INC,Materials
KOPN,KOPIN CORP,Information Technology
SMP,STANDARD MOTOR PRODUCTS INC,Consumer Discretionary
DRVN,DRIVEN BRANDS HOLDINGS INC,Consumer Discretionary
RVLV,REVOLVE GROUP CLASS A INC,Consumer Discretionary
CODI,COMPASS DIVERSIFIED,Financials
MCB,METROPOLITAN BANK HOLDING CORP,Financials
ZGN,ERMENEGILDO ZEGNA NV,Consumer Discretionary
GRDN,GUARDIAN PHARMACY SERVICES INC CLA,Health Care
PRAA,PRA GROUP INC,Financials
LIND,LINDBLAD EXPEDITIONS HOLDINGS INC,Consumer Discretionary
SHEN,SHENANDOAH TELECOMMUNICATIONS,Communication
CNXN,PC CONNECTION INC,Information Technology
CAC,CAMDEN NATIONAL CORP,Financials
ESRT,EMPIRE STATE REALTY REIT INC TRUST,Real Estate
THFF,FIRST FINANCIAL CORPORATION CORP,Financials
PAX,PATRIA INVESTMENTS LTD CLASS A,Financials
ASST,STRIVE INC CLASS A,Health Care
GNK,GENCO SHIPPING AND TRADING LTD,Industrials
DAKT,DAKTRONICS INC,Information Technology
AMC,AMC ENTERTAINMENT HOLDINGS INC CLA,Communication
CCOI,COGENT COMMUNICATIONS HOLDINGS INC,Communication
NBBK,NB BANCORP INC,Financials
RUM,RUMBLE INC CLASS A,Communication
ETON,ETON PHARMACEUTCIALS INC,Health Care
TR,TOOTSIE ROLL INDUSTRIES INC,Consumer Staples
GERN,GERON CORP,Health Care
EE,EXCELERATE ENERGY INC CLASS A,Energy
FMNB,FARMERS NATIONAL BANC CORP,Financials
CGEM,CULLINAN THERAPEUTICS INC,Health Care
JBIO,JADE BIOSCIENCES INC,Health Care
BJRI,BJS RESTAURANTS INC,Consumer Discretionary
LMB,LIMBACH HOLDINGS INC,Industrials
CMRE,COSTAMARE INC,Industrials
BRSP,BRIGHTSPIRE CAPITAL INC CLASS A,Financials
SABR,SABRE CORP,Consumer Discretionary
ABSI,ABSCI CORP,Health Care
BBUC,BROOKFIELD BUSINESS CORP CLASS A,Industrials
FOXF,FOX FACTORY HOLDING CORP,Consumer Discretionary
KOP,KOPPERS HOLDINGS INC,Materials
APOG,APOGEE ENTERPRISES INC,Industrials
ESQ,ESQUIRE FINANCIAL HOLDINGS INC,Financials
KFRC,KFORCE INC,Industrials
WGS,GENEDX HOLDINGS CORP CLASS A,Health Care
TK,TEEKAY CORPORATION CORP LTD,Energy
FLY,FIREFLY AEROSPACE INC,Industrials
GO,GROCERY OUTLET HOLDING CORP,Consumer Staples
AGL,AGILON HEALTH,Health Care
VPG,VISHAY PRECISION GROUP INC,Information Technology
AZTA,AZENTA INC,Health Care
LZ,LEGALZOOM COM INC,Industrials
ESPR,ESPERION THERAPEUTICS INC,Health Care
CRML,CRITICAL METALS CORP,Materials
SVRA,SAVARA INC,Health Care
PGEN,PRECIGEN INC,Health Care
ODC,OIL DRI CORPORATION OF AMERICA,Consumer Staples
KURA,KURA ONCOLOGY INC,Health Care
FBRT,FRANKLIN BSP REALTY TRUST INC,Financials
SDGR,SCHRODINGER INC,Health Care
BBSI,BARRETT BUSINESS SERVICES INC,Industrials
HTB,HOMETRUST BANCSHARES INC,Financials
ADAM,ADAMAS INC TRUST,Financials
TALK,TALKSPACE INC,Health Care
MMI,MARCUS & MILLICHAP INC,Real Estate
HTZ,HERTZ GLOBAL HLDGS INC,Industrials
BKV,BKV CORP,Energy
BCAX,BICARA THERAPEUTICS INC,Health Care
EGBN,EAGLE BANCORP INC,Financials
QNST,QUINSTREET INC,Communication
LXU,LSB INDUSTRIES INC,Materials
ANNX,ANNEXON INC,Health Care
EQBK,EQUITY BANCSHARES INC CLASS A,Financials
QDEL,QUIDELORTHO CORP,Health Care
NTGR,NETGEAR INC,Information Technology
NPK,NATIONAL PRESTO INDUSTRIES INC,Industrials
JBI,JANUS INTERNATIONAL GROUP INC,Industrials
PFBC,PREFERRED BANK,Financials
FWRG,FIRST WATCH RESTAURANT GROUP INC,Consumer Discretionary
RWT,REDWOOD TRUST REIT INC,Financials
SG,SWEETGREEN INC CLASS A,Consumer Discretionary
IDR,IDAHO STRATEGIC RESOURCES INC,Materials
ROOT,ROOT INC CLASS A,Financials
NB,NIOCORP DEVELOPMENTS LTD,Materials
STGW,STAGWELL INC CLASS A,Communication
SION,SIONNA THERAPEUTICS INC,Health Care
TRNS,TRANSCAT INC,Industrials
MCW,MISTER CAR WASH INC,Consumer Discretionary
MCHB,MECHANICS BANCORP CLASS A,Financials
HRTG,HERITAGE INSURANCE HOLDINGS INC,Financials
IRMD,IRADIMED CORP,Health Care
IHRT,IHEARTMEDIA INC CLASS A,Communication
NUTX,NUTEX HEALTH INC,Health Care
IBCP,INDEPENDENT BANK CORP,Financials
GDOT,GREEN DOT CORP CLASS A,Financials
CBRL,CRACKER BARREL OLD COUNTRY STORE I,Consumer Discretionary
FISI,FINANCIAL INSTITUTIONS INC,Financials
FCBC,FIRST COMMUNITY BANKSHARES INC,Financials
MITK,MITEK SYSTEMS INC,Information Technology
SMBC,SOUTHERN MISSOURI BANCORP INC,Financials
ORRF,ORRSTOWN FINANCIAL SERVICES INC,Financials
AMBQ,AMBIQ MICRO INC,Information Technology
NAVN,NAVAN INC CLASS A,Consumer Discretionary
EHAB,ENHABIT INC,Health Care
NXRT,NEXPOINT RESIDENTIAL TRUST INC,Real Estate
PGC,PEAPACK GLADSTONE FINANCIAL CORP,Financials
GCMG,GCM GROSVENOR INC CLASS A,Financials
MCBS,METROCITY BANKSHARES INC,Financials
BLMN,BLOOMIN BRANDS INC,Consumer Discretionary
IRWD,IRONWOOD PHARMA INC CLASS A,Health Care
LYTS,LSI INDUSTRIES INC,Industrials
FSBC,FIVE STAR BANCORP,Financials
MAZE,MAZE THERAPEUTICS INC,Health Care
MTUS,METALLUS INC,Materials
TBPH,THERAVANCE BIOPHARMA INC,Health Care
ABUS,ARBUTUS BIOPHARMA CORP,Health Care
PD,PAGERDUTY INC,Information Technology
CCBG,CAPITAL CITY BANK INC,Financials
NVGS,NAVIGATOR HOLDINGS LTD,Energy
CARS,CARS.COM INC,Communication
SWBI,SMITH WESSON BRANDS INC,Consumer Discretionary
SENEA,SENECA FOODS CORP CLASS A,Consumer Staples
RBCAA,REPUBLIC BANCORP INC CLASS A,Financials
ASC,ARDMORE SHIPPING CORP,Energy
OXM,OXFORD INDUSTRIES INC,Consumer Discretionary
IVR,INVESCO MORTGAGE CAPITAL REIT INC,Financials
CTLP,CANTALOUPE INC,Financials
ASIX,ADVANSIX INC,Materials
KE,KIMBALL ELECTRONICS INC,Information Technology
HPP,HUDSON PACIFIC PROPERTIES REIT INC,Real Estate
WLFC,WILLIS LEASE FINANCE CORP,Industrials
RES,RPC INC,Energy
HZO,MARINEMAX INC,Consumer Discretionary
HNRG,HALLADOR ENERGY,Utilities
CDNL,CARDINAL INFRASTRUCTURE GROUP INC,Industrials
MPB,MID PENN BANCORP INC,Financials
CLB,CORE LABORATORIES INC,Energy
CTO,CTO REALTY GROWTH INC,Real Estate
SMBK,SMARTFINANCIAL INC,Financials
CSV,CARRIAGE SERVICES INC,Consumer Discretionary
CYRX,CRYOPORT INC,Health Care
DJCO,DAILY JOURNAL CORP,Information Technology
CXM,SPRINKLR INC CLASS A,Information Technology
JANX,JANUX THERAPEUTICS INC,Health Care
SXC,SUNCOKE ENERGY INC,Materials
SHBI,SHORE BANCSHARES INC,Financials
PSIX,POWER SOLUTIONS INTERNATIONAL INC,Industrials
EGY,VAALCO ENERGY INC,Energy
DRUG,BRIGHT MINDS BIOSCIENCES INC,Health Care
ALRS,ALERUS FINANCIAL CORP,Financials
GOOD,GLADSTONE COMMERCIAL REIT CORP,Real Estate
AROW,ARROW FINANCIAL CORP,Financials
ZVRA,ZEVRA THERAPEUTICS INC,Health Care
LBRX,LB PHARMACEUTICALS INC,Health Care
NAVI,NAVIENT CORP,Financials
ASAN,ASANA INC CLASS A,Information Technology
EXPI,EXP WORLD HOLDINGS INC,Real Estate
TRTX,TPG RE FINANCE TRUST INC,Financials
METC,RAMACO RESOURCES INC CLASS A,Materials
PKE,PARK AEROSPACE CORP,Industrials
CASS,CASS INFORMATION SYSTEMS INC,Financials
YSS,YORK SPACE SYSTEMS INC,Industrials
RUSHB,RUSH ENTERPRISES INC CLASS B,Industrials
BTBT,BIT DIGITAL INC,Information Technology
INN,SUMMIT HOTEL PROPERTIES REIT INC,Real Estate
